CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Balance Category,Age Category,Adjusted_Salary,Salary Category,Credit Score Category
15748947,657,France,Female,41,5,95858.37,1,HasCard,Active,68255.88,Stayed,Medium,Adult,68255.88,Medium,Fair
15673342,703,France,Male,36,2,0.0,2,HasCard,Not Active,108790.95,Stayed,No Balance,Adult,108790.95,High,Good
15601008,802,France,Male,33,8,0.0,2,HasCard,Not Active,143706.18,Stayed,No Balance,Adult,143706.18,High,Excellent
15771636,793,Spain,Female,36,0,0.0,1,No Card,Not Active,148993.47,Stayed,No Balance,Adult,148993.47,High,Very Good
15642002,554,France,Female,35,6,117707.18,2,No Card,Not Active,95277.15,Left,Medium,Adult,95277.15,Medium,Very Poor
15693381,533,Spain,Male,38,1,135289.33,2,No Card,Active,152956.33,Stayed,Medium,Adult,152956.33,High,Very Poor
15607691,658,France,Male,36,8,174060.46,1,HasCard,Active,94925.62,Stayed,High Balance,Adult,94925.62,Medium,Fair
15589380,713,Germany,Male,40,3,114446.84,2,HasCard,Active,87308.18,Stayed,Medium,Adult,87308.18,Medium,Good
15603846,711,Spain,Male,37,2,0.0,2,HasCard,Not Active,83978.86,Left,No Balance,Adult,83978.86,Medium,Good
15753549,669,France,Male,25,1,157848.53,1,No Card,Not Active,37543.93,Left,High Balance,Young,37543.93,Low,Fair
15725355,439,France,Female,43,8,0.0,1,No Card,Active,104889.3,Stayed,No Balance,Adult,104889.3,High,Very Poor
15773017,763,Spain,Female,37,6,0.0,2,HasCard,Active,149705.25,Stayed,No Balance,Adult,149705.25,High,Very Good
15625641,697,Germany,Female,74,3,108071.36,2,HasCard,Active,16445.79,Stayed,Medium,Senior,16445.79,Low,Good
15776467,702,Spain,Female,35,8,14262.8,2,HasCard,Not Active,54689.16,Stayed,Medium,Adult,54689.16,Medium,Good
15746451,686,Spain,Male,41,7,102749.72,1,No Card,Active,194913.86,Stayed,Medium,Adult,194913.86,High,Good
15777922,629,Spain,Male,36,1,161757.87,2,HasCard,Active,146371.72,Stayed,High Balance,Adult,146371.72,High,Fair
15606841,823,France,Male,38,1,0.0,2,HasCard,Not Active,156603.7,Stayed,No Balance,Adult,156603.7,High,Excellent
15757648,683,Germany,Female,35,5,95698.79,1,No Card,Active,182566.76,Stayed,Medium,Adult,182566.76,High,Good
15677173,555,France,Male,37,9,124969.13,1,HasCard,Not Active,60194.05,Stayed,Medium,Adult,60194.05,Medium,Very Poor
15764170,647,Germany,Male,44,4,93960.35,1,HasCard,Not Active,36579.53,Left,Medium,Adult,36579.53,Low,Fair
15610446,714,France,Female,51,4,88308.87,3,No Card,Not Active,5862.53,Left,Medium,Senior,100090.239881,High,Good
15612776,850,Spain,Female,39,10,0.0,2,HasCard,Active,143030.09,Stayed,No Balance,Adult,143030.09,High,Excellent
15794122,713,France,Female,59,3,0.0,2,HasCard,Active,62700.08,Stayed,No Balance,Senior,62700.08,Medium,Good
15774931,452,France,Male,30,7,112935.87,1,HasCard,Active,99017.34,Stayed,Medium,Adult,99017.34,Medium,Very Poor
15779247,683,Spain,Female,24,8,98567.1,1,HasCard,Not Active,187987.01,Stayed,Medium,Young,187987.01,High,Good
15707078,577,France,Female,26,1,180530.51,1,No Card,Not Active,123454.62,Stayed,High Balance,Young,123454.62,High,Very Poor
15605263,552,France,Male,33,5,140931.57,1,No Card,Active,10921.5,Stayed,Medium,Adult,10921.5,Low,Very Poor
15607381,769,Germany,Female,31,7,148913.72,2,HasCard,Not Active,53817.23,Stayed,Medium,Adult,53817.23,Medium,Very Good
15683471,691,France,Male,38,7,0.0,2,No Card,Not Active,81617.4,Stayed,No Balance,Adult,81617.4,Medium,Good
15605037,818,France,Female,49,2,0.0,1,No Card,Active,192298.84,Left,No Balance,Adult,192298.84,High,Excellent
15576085,739,France,Male,41,5,0.0,2,No Card,Not Active,143882.25,Stayed,No Balance,Adult,143882.25,High,Good
15770435,639,France,Female,50,6,115335.32,2,HasCard,Active,53130.41,Stayed,Medium,Adult,53130.41,Medium,Fair
15592994,651,France,Female,65,0,0.0,2,HasCard,Active,190454.04,Stayed,No Balance,Senior,190454.04,High,Fair
15624068,779,France,Female,26,0,0.0,2,No Card,Active,111906.0,Stayed,No Balance,Young,111906.0,High,Very Good
15595221,850,Germany,Female,33,7,134678.13,1,HasCard,Not Active,113177.95,Stayed,Medium,Adult,113177.95,High,Excellent
15637131,829,France,Male,38,9,0.0,2,HasCard,Not Active,30529.88,Stayed,No Balance,Adult,30529.88,Low,Excellent
15613471,579,Germany,Male,31,2,90547.48,2,HasCard,Active,18800.13,Stayed,Medium,Adult,18800.13,Low,Very Poor
15583499,510,France,Male,32,9,103324.78,1,HasCard,Active,46127.7,Stayed,Medium,Adult,46127.7,Low,Very Poor
15752816,531,France,Male,29,3,114590.58,1,No Card,Not Active,75585.48,Stayed,Medium,Young,75585.48,Medium,Very Poor
15804075,628,Germany,Female,36,3,91286.51,1,HasCard,Not Active,63085.94,Stayed,Medium,Adult,63085.94,Medium,Fair
15800517,633,Spain,Male,32,5,163340.12,2,HasCard,Active,74415.2,Stayed,High Balance,Adult,74415.2,Medium,Fair
15712319,714,Spain,Male,45,8,150900.29,2,No Card,Active,139889.15,Stayed,High Balance,Adult,139889.15,High,Good
15797389,604,Spain,Male,23,9,124577.33,1,HasCard,Active,7267.25,Stayed,Medium,Young,100090.239881,High,Fair
15621432,630,Spain,Male,35,1,0.0,2,No Card,Not Active,186826.22,Stayed,No Balance,Adult,186826.22,High,Fair
15779390,850,Spain,Female,31,4,91292.7,1,HasCard,Active,162149.07,Stayed,Medium,Adult,162149.07,High,Excellent
15711219,788,Germany,Female,57,8,93716.72,1,HasCard,Active,180150.49,Left,Medium,Senior,180150.49,High,Very Good
15770498,798,France,Female,37,4,111723.08,1,HasCard,Active,83478.12,Stayed,Medium,Adult,83478.12,Medium,Very Good
15678727,770,Germany,Male,45,4,110765.68,1,HasCard,Not Active,26163.74,Left,Medium,Adult,26163.74,Low,Very Good
15573893,569,Germany,Male,25,9,173459.45,2,HasCard,Active,44381.06,Stayed,High Balance,Young,44381.06,Low,Very Poor
15740104,425,Spain,Female,22,7,169649.73,2,No Card,Active,136365.0,Left,High Balance,Young,136365.0,High,Very Poor
15792649,547,Spain,Female,31,9,0.0,2,No Card,Not Active,99294.22,Stayed,No Balance,Adult,99294.22,Medium,Very Poor
15605275,725,Germany,Male,45,8,116917.07,1,No Card,Not Active,173464.43,Left,Medium,Adult,173464.43,High,Good
15572467,506,France,Male,37,5,0.0,2,HasCard,Active,127543.81,Stayed,No Balance,Adult,127543.81,High,Very Poor
15738219,632,France,Female,36,7,0.0,2,HasCard,Active,52526.65,Stayed,No Balance,Adult,52526.65,Medium,Fair
15600710,620,France,Male,22,0,0.0,1,HasCard,Not Active,32589.45,Stayed,No Balance,Young,32589.45,Low,Fair
15804394,663,Germany,Male,32,8,130627.66,1,HasCard,Not Active,47161.25,Left,Medium,Adult,47161.25,Low,Fair
15694188,700,Spain,Female,46,5,56580.95,2,No Card,Active,45424.13,Stayed,Medium,Adult,45424.13,Low,Good
15583718,696,Germany,Male,38,6,142316.14,1,HasCard,Active,8018.49,Stayed,Medium,Adult,100090.239881,High,Good
15802478,767,Spain,Male,31,6,0.0,2,HasCard,Active,195668.0,Stayed,No Balance,Adult,195668.0,High,Very Good
15619343,561,France,Male,56,7,152759.0,2,HasCard,Not Active,133167.11,Left,High Balance,Senior,133167.11,High,Very Poor
15758813,350,Germany,Male,39,0,109733.2,2,No Card,Not Active,123602.11,Left,Medium,Adult,123602.11,High,Very Poor
15761374,706,France,Male,54,9,117444.51,1,HasCard,Active,186238.85,Stayed,Medium,Senior,186238.85,High,Good
15569209,464,Spain,Female,34,5,76001.57,1,HasCard,Active,158668.87,Stayed,Medium,Adult,158668.87,High,Very Poor
15788539,501,France,Female,34,3,107747.57,1,HasCard,Not Active,9249.36,Stayed,Medium,Adult,100090.239881,High,Very Poor
15747222,745,Spain,Female,35,8,0.0,2,HasCard,Active,116581.1,Stayed,No Balance,Adult,116581.1,High,Very Good
15769346,587,France,Female,36,1,134997.49,2,HasCard,Not Active,44688.08,Stayed,Medium,Adult,44688.08,Low,Fair
15699634,667,France,Female,48,2,0.0,2,HasCard,Active,148608.39,Stayed,No Balance,Adult,148608.39,High,Fair
15589076,737,France,Male,36,9,0.0,1,No Card,Active,188670.9,Left,No Balance,Adult,188670.9,High,Good
15812338,485,Spain,Female,30,7,0.0,1,HasCard,Not Active,107067.37,Stayed,No Balance,Adult,107067.37,High,Very Poor
15758845,590,Spain,Female,37,0,64345.21,1,No Card,Active,61759.33,Left,Medium,Adult,61759.33,Medium,Fair
15685844,518,Germany,Female,35,8,141665.63,1,No Card,Active,192776.64,Stayed,Medium,Adult,192776.64,High,Very Poor
15583090,581,Spain,Female,29,8,0.0,2,HasCard,Not Active,46735.19,Stayed,No Balance,Young,46735.19,Low,Fair
15587581,785,Germany,Female,33,5,136624.6,2,HasCard,Active,169117.74,Stayed,Medium,Adult,169117.74,High,Very Good
15633640,799,France,Female,52,4,161209.66,1,HasCard,Active,89081.41,Stayed,High Balance,Senior,89081.41,Medium,Very Good
15573741,698,Spain,Male,38,10,95010.92,1,HasCard,Active,105227.86,Stayed,Medium,Adult,105227.86,High,Good
15633574,730,France,Female,41,4,167545.32,1,HasCard,Not Active,128246.81,Stayed,High Balance,Adult,128246.81,High,Good
15711455,740,Germany,Female,36,4,109044.6,1,No Card,Not Active,94554.74,Left,Medium,Adult,94554.74,Medium,Very Good
15570601,785,France,Female,47,9,122031.55,1,HasCard,Active,33823.5,Left,Medium,Adult,33823.5,Low,Very Good
15690925,527,Spain,Female,29,2,27755.97,1,HasCard,Not Active,97468.44,Left,Medium,Young,97468.44,Medium,Very Poor
15709338,544,France,Female,29,1,118560.55,1,HasCard,Active,164137.36,Stayed,Medium,Young,164137.36,High,Very Poor
15780746,705,France,Male,61,4,0.0,2,HasCard,Active,191313.7,Stayed,No Balance,Senior,191313.7,High,Good
15681956,684,France,Male,34,9,0.0,2,HasCard,Active,65257.57,Stayed,No Balance,Adult,65257.57,Medium,Good
15778190,639,Spain,Female,28,8,97840.72,1,HasCard,Active,178222.77,Stayed,Medium,Young,178222.77,High,Fair
15786852,565,Germany,Female,38,2,158651.29,2,HasCard,Active,179445.28,Stayed,High Balance,Adult,179445.28,High,Very Poor
15726494,481,France,Male,44,9,175303.06,1,HasCard,Not Active,65500.53,Left,High Balance,Adult,65500.53,Medium,Very Poor
15641183,731,Spain,Male,25,8,96950.21,1,HasCard,Not Active,97877.92,Stayed,Medium,Young,97877.92,Medium,Good
15805312,607,France,Male,45,7,123859.6,1,No Card,Active,113051.57,Stayed,Medium,Adult,113051.57,High,Fair
15636572,760,France,Female,32,7,0.0,2,HasCard,Active,105969.05,Stayed,No Balance,Adult,105969.05,High,Very Good
15632575,559,France,Female,70,9,0.0,1,HasCard,Active,122996.76,Stayed,No Balance,Senior,122996.76,High,Very Poor
15740164,715,France,Female,33,3,85227.84,1,HasCard,Active,68087.15,Stayed,Medium,Adult,68087.15,Medium,Good
15574947,656,France,Male,36,8,97786.08,2,No Card,Active,21478.36,Stayed,Medium,Adult,21478.36,Low,Fair
15597909,652,Germany,Male,33,7,128135.99,1,HasCard,Not Active,158437.73,Stayed,Medium,Adult,158437.73,High,Fair
15782574,624,Spain,Male,33,6,0.0,2,No Card,Not Active,76551.7,Stayed,No Balance,Adult,76551.7,Medium,Fair
15734999,634,Spain,Male,36,2,85996.19,1,HasCard,Not Active,15887.68,Stayed,Medium,Adult,15887.68,Low,Fair
15706593,850,Spain,Female,50,10,0.0,2,HasCard,Active,33741.84,Stayed,No Balance,Adult,33741.84,Low,Excellent
15766686,659,Germany,Female,39,1,104502.11,1,HasCard,Not Active,20652.69,Stayed,Medium,Adult,20652.69,Low,Fair
15590268,529,Spain,Male,35,5,95772.97,1,HasCard,Active,112781.5,Stayed,Medium,Adult,112781.5,High,Very Poor
15763055,572,Spain,Male,31,5,98108.79,1,No Card,Active,119996.95,Stayed,Medium,Adult,119996.95,High,Very Poor
15664754,640,Germany,Male,39,9,131607.28,4,No Card,Active,6981.43,Left,Medium,Adult,100090.239881,High,Fair
15643630,770,Spain,Male,55,9,63127.41,2,HasCard,Not Active,185211.28,Left,Medium,Senior,185211.28,High,Very Good
15641043,648,Spain,Male,35,7,0.0,2,HasCard,Active,78436.36,Stayed,No Balance,Adult,78436.36,Medium,Fair
15768095,579,France,Male,31,9,0.0,1,No Card,Active,139048.0,Stayed,No Balance,Adult,139048.0,High,Very Poor
15811314,589,Germany,Female,36,9,140355.56,2,HasCard,Not Active,136329.96,Stayed,Medium,Adult,136329.96,High,Fair
15669922,530,Spain,Female,36,2,0.0,2,HasCard,Active,14721.8,Stayed,No Balance,Adult,14721.8,Low,Very Poor
15707114,831,France,Male,30,2,0.0,2,No Card,Active,3430.38,Stayed,No Balance,Adult,100090.239881,High,Excellent
15670602,790,Germany,Male,24,7,107418.27,1,No Card,Active,160450.21,Stayed,Medium,Young,160450.21,High,Very Good
15713479,656,France,Male,35,6,0.0,2,HasCard,Not Active,1485.27,Stayed,No Balance,Adult,100090.239881,High,Fair
15663830,563,Spain,Male,32,6,0.0,2,HasCard,Active,19720.08,Stayed,No Balance,Adult,19720.08,Low,Very Poor
15566958,667,Spain,Male,39,7,167557.12,1,HasCard,Active,41183.02,Stayed,High Balance,Adult,41183.02,Low,Fair
15680918,613,Spain,Male,34,8,117300.02,1,HasCard,Not Active,139410.08,Stayed,Medium,Adult,139410.08,High,Fair
15663921,429,France,Male,60,7,0.0,2,HasCard,Active,163691.48,Stayed,No Balance,Senior,163691.48,High,Very Poor
15716324,665,France,Female,23,9,143672.9,1,HasCard,Active,115147.33,Stayed,Medium,Young,115147.33,High,Fair
15796969,731,France,Male,33,4,0.0,2,HasCard,Active,74945.11,Stayed,No Balance,Adult,74945.11,Medium,Good
15574783,584,France,Female,37,1,0.0,2,HasCard,Active,180363.56,Stayed,No Balance,Adult,180363.56,High,Fair
15773487,634,Germany,Female,31,8,76798.92,1,No Card,Not Active,196021.73,Stayed,Medium,Adult,196021.73,High,Fair
15802486,488,France,Male,34,3,0.0,2,HasCard,Active,125979.36,Stayed,No Balance,Adult,125979.36,High,Very Poor
15783398,535,Spain,Female,49,7,115309.75,1,HasCard,Not Active,111421.77,Stayed,Medium,Adult,111421.77,High,Very Poor
15649418,776,France,Female,29,7,178171.04,2,HasCard,Active,115818.51,Stayed,High Balance,Young,115818.51,High,Very Good
15604588,850,Spain,Female,38,3,0.0,2,No Card,Active,179360.76,Stayed,No Balance,Adult,179360.76,High,Excellent
15735428,673,Spain,Female,37,0,0.0,2,No Card,Not Active,82351.06,Stayed,No Balance,Adult,82351.06,Medium,Good
15629078,850,Germany,Female,45,5,127258.79,1,HasCard,Active,192744.23,Left,Medium,Adult,192744.23,High,Excellent
15806880,627,Spain,Female,30,6,0.0,1,HasCard,Active,113408.47,Stayed,No Balance,Adult,113408.47,High,Fair
15754999,570,France,Female,33,8,0.0,1,HasCard,Active,124641.42,Stayed,No Balance,Adult,124641.42,High,Very Poor
15781034,796,Spain,Male,67,5,0.0,2,No Card,Active,54871.02,Stayed,No Balance,Senior,54871.02,Medium,Very Good
15622017,773,Spain,Female,33,10,0.0,1,HasCard,Active,98820.09,Stayed,No Balance,Adult,98820.09,Medium,Very Good
15705885,752,Spain,Male,36,2,0.0,2,HasCard,Active,45570.84,Stayed,No Balance,Adult,45570.84,Low,Very Good
15677382,625,Spain,Female,69,1,107569.96,1,HasCard,Active,182336.45,Stayed,Medium,Senior,182336.45,High,Fair
15566843,535,Germany,Male,20,9,134874.4,1,HasCard,Active,118825.56,Stayed,Medium,Young,118825.56,High,Very Poor
15608387,786,France,Female,29,4,0.0,2,HasCard,Not Active,103372.79,Stayed,No Balance,Young,103372.79,High,Very Good
15810786,620,France,Female,67,3,0.0,2,HasCard,Active,43486.73,Stayed,No Balance,Senior,43486.73,Low,Fair
15626983,605,Spain,Female,48,6,0.0,2,HasCard,Active,40062.99,Stayed,No Balance,Adult,40062.99,Low,Fair
15773605,670,Spain,Female,32,3,0.0,2,HasCard,Not Active,46175.7,Stayed,No Balance,Adult,46175.7,Low,Good
15811261,617,Spain,Male,42,0,70105.87,1,HasCard,Active,120830.73,Stayed,Medium,Adult,120830.73,High,Fair
15590606,595,France,Male,41,9,0.0,2,HasCard,Not Active,5967.09,Stayed,No Balance,Adult,100090.239881,High,Fair
15576644,687,Germany,Female,29,4,78939.15,1,HasCard,Not Active,122134.56,Left,Medium,Young,122134.56,High,Good
15750264,757,Germany,Male,30,6,105128.85,2,HasCard,Active,62972.13,Stayed,Medium,Adult,62972.13,Medium,Very Good
15741554,746,Spain,Male,31,2,113836.27,1,HasCard,Active,174815.54,Stayed,Medium,Adult,174815.54,High,Very Good
15769051,503,Spain,Male,25,7,0.0,1,No Card,Active,192841.13,Stayed,No Balance,Young,192841.13,High,Very Poor
15812198,543,Germany,Male,48,1,100900.5,1,No Card,Not Active,33310.72,Left,Medium,Adult,33310.72,Low,Very Poor
15699772,428,Germany,Female,40,3,129248.11,2,HasCard,Not Active,72876.43,Left,Medium,Adult,72876.43,Medium,Very Poor
15744105,768,France,Female,28,3,109118.05,2,No Card,Active,50911.41,Stayed,Medium,Young,50911.41,Medium,Very Good
15739858,618,France,Male,56,7,0.0,1,HasCard,Active,142400.27,Left,No Balance,Senior,142400.27,High,Fair
15723720,591,France,Female,31,7,0.0,2,No Card,Active,48778.46,Stayed,No Balance,Adult,48778.46,Low,Fair
15638355,658,France,Female,35,5,126397.66,1,No Card,Not Active,156361.58,Left,Medium,Adult,156361.58,High,Fair
15805637,625,France,Male,36,9,108546.16,3,HasCard,Not Active,133807.77,Left,Medium,Adult,133807.77,High,Fair
15629575,717,France,Male,36,2,148061.89,1,HasCard,Not Active,179128.69,Left,Medium,Adult,179128.69,High,Good
15586243,667,France,Male,44,8,122277.87,1,HasCard,Active,91810.71,Stayed,Medium,Adult,91810.71,Medium,Fair
15757931,804,France,Male,24,3,0.0,2,HasCard,Not Active,173195.33,Stayed,No Balance,Young,173195.33,High,Excellent
15716023,693,France,Male,31,1,0.0,2,No Card,Active,182270.88,Stayed,No Balance,Adult,182270.88,High,Good
15647782,729,Germany,Male,36,8,152899.24,2,HasCard,Not Active,177130.33,Stayed,High Balance,Adult,177130.33,High,Good
15716609,484,Germany,Male,54,3,134388.11,1,No Card,Not Active,49954.79,Left,Medium,Senior,49954.79,Low,Very Poor
15623791,632,Spain,Female,40,3,109740.62,1,HasCard,Not Active,141896.74,Stayed,Medium,Adult,141896.74,High,Fair
15627262,536,Germany,Male,23,6,92366.72,2,HasCard,Not Active,120661.71,Stayed,Medium,Young,120661.71,High,Very Poor
15652693,573,France,Female,26,4,129109.02,1,No Card,Not Active,149814.68,Left,Medium,Young,149814.68,High,Very Poor
15586993,655,Spain,Female,56,5,0.0,2,HasCard,Active,41782.7,Stayed,No Balance,Senior,41782.7,Low,Fair
15815560,666,Germany,Male,74,7,105102.5,1,HasCard,Active,46172.47,Stayed,Medium,Senior,46172.47,Low,Fair
15584930,726,Germany,Male,30,5,111375.32,2,HasCard,Not Active,2704.09,Stayed,Medium,Adult,100090.239881,High,Good
15799031,523,France,Male,39,3,0.0,2,HasCard,Not Active,6726.53,Stayed,No Balance,Adult,100090.239881,High,Very Poor
15810457,728,Germany,Female,33,9,150412.14,2,HasCard,Not Active,170764.08,Stayed,High Balance,Adult,170764.08,High,Good
15697879,701,France,Male,30,3,156660.72,2,HasCard,Not Active,45742.42,Stayed,High Balance,Adult,45742.42,Low,Good
15594902,518,France,Male,38,3,90957.81,1,No Card,Active,162304.59,Stayed,Medium,Adult,162304.59,High,Very Poor
15799710,739,France,Male,37,7,104960.46,1,No Card,Active,80883.82,Stayed,Medium,Adult,80883.82,Medium,Good
15659651,531,Germany,Female,31,7,117052.82,1,HasCard,Not Active,118508.09,Left,Medium,Adult,118508.09,High,Very Poor
15645956,452,Spain,Male,44,3,88915.85,1,HasCard,Not Active,69697.74,Stayed,Medium,Adult,69697.74,Medium,Very Poor
15651713,684,France,Male,45,6,148071.39,1,HasCard,Not Active,183575.01,Stayed,Medium,Adult,183575.01,High,Good
15737265,728,Germany,Male,39,6,152182.83,1,No Card,Not Active,161203.6,Stayed,High Balance,Adult,161203.6,High,Good
15687310,783,Spain,Male,39,9,0.0,2,HasCard,Not Active,143752.77,Stayed,No Balance,Adult,143752.77,High,Very Good
15607347,734,France,Male,22,5,130056.23,1,No Card,Not Active,121894.31,Left,Medium,Young,121894.31,High,Good
15698321,648,Germany,Male,34,3,95039.73,2,HasCard,Active,147055.87,Stayed,Medium,Adult,147055.87,High,Fair
15657812,688,France,Male,52,1,0.0,2,HasCard,Active,172033.57,Stayed,No Balance,Senior,172033.57,High,Good
15569187,680,Spain,Male,35,9,0.0,2,No Card,Not Active,143774.06,Stayed,No Balance,Adult,143774.06,High,Good
15681562,516,France,Female,43,2,112773.73,2,HasCard,Active,139366.58,Stayed,Medium,Adult,139366.58,High,Very Poor
15615456,680,France,Female,37,10,123806.28,1,HasCard,Not Active,81776.84,Left,Medium,Adult,81776.84,Medium,Good
15589793,604,France,Male,53,8,144453.75,1,HasCard,Not Active,190998.96,Left,Medium,Senior,190998.96,High,Fair
15781884,624,Germany,Male,27,9,94667.29,2,No Card,Active,4470.52,Stayed,Medium,Young,100090.239881,High,Fair
15675190,623,France,Male,21,10,0.0,2,No Card,Active,135851.3,Stayed,No Balance,Young,135851.3,High,Fair
15600734,624,Spain,Male,51,5,174397.21,2,HasCard,Active,172372.63,Stayed,High Balance,Senior,172372.63,High,Fair
15779176,565,Germany,Female,58,3,108888.24,3,No Card,Active,135875.51,Left,Medium,Senior,135875.51,High,Very Poor
15605286,565,France,Male,55,4,118803.35,2,HasCard,Active,128124.7,Left,Medium,Senior,128124.7,High,Very Poor
15674922,710,France,Male,54,6,171137.62,1,HasCard,Active,167023.95,Left,High Balance,Senior,167023.95,High,Good
15737506,645,France,Male,42,6,0.0,1,No Card,Not Active,149807.01,Stayed,No Balance,Adult,149807.01,High,Fair
15780514,707,France,Male,33,8,136678.52,1,HasCard,Not Active,54290.62,Stayed,Medium,Adult,54290.62,Medium,Good
15623647,655,Spain,Female,36,1,135515.76,1,HasCard,Not Active,86013.96,Stayed,Medium,Adult,86013.96,Medium,Fair
15668472,705,Spain,Female,24,5,177799.83,2,No Card,Not Active,79886.06,Stayed,High Balance,Young,79886.06,Medium,Good
15692416,358,Spain,Female,52,8,143542.36,3,HasCard,Not Active,141959.11,Left,Medium,Senior,141959.11,High,Very Poor
15771139,578,Germany,Male,34,8,147487.23,2,HasCard,Not Active,66680.77,Stayed,Medium,Adult,66680.77,Medium,Very Poor
15738318,800,France,Female,40,5,97764.41,1,HasCard,Not Active,98640.15,Left,Medium,Adult,98640.15,Medium,Excellent
15772243,612,France,Female,33,9,0.0,1,No Card,Not Active,142797.5,Left,No Balance,Adult,142797.5,High,Fair
15638463,681,Germany,Female,48,8,139480.18,1,HasCard,Active,163581.67,Stayed,Medium,Adult,163581.67,High,Good
15598088,559,Spain,Male,25,5,0.0,2,HasCard,Active,163221.22,Stayed,No Balance,Young,163221.22,High,Very Poor
15693468,488,Spain,Female,39,9,140553.46,1,No Card,Not Active,12440.44,Stayed,Medium,Adult,12440.44,Low,Very Poor
15671930,717,France,Female,36,5,0.0,2,HasCard,Active,145551.6,Stayed,No Balance,Adult,145551.6,High,Good
15762268,666,France,Female,41,10,141162.08,1,HasCard,Not Active,50908.48,Stayed,Medium,Adult,50908.48,Medium,Fair
15780954,582,Spain,Male,26,4,65848.36,2,HasCard,Not Active,30149.21,Stayed,Medium,Young,30149.21,Low,Fair
15700174,733,Spain,Female,30,0,83319.28,1,No Card,Not Active,57769.2,Stayed,Medium,Adult,57769.2,Medium,Good
15635728,693,France,Male,41,4,0.0,2,No Card,Not Active,156381.47,Stayed,No Balance,Adult,156381.47,High,Good
15679283,694,France,Female,33,4,129731.64,2,HasCard,Not Active,178123.86,Stayed,Medium,Adult,178123.86,High,Good
15591386,622,France,Female,35,5,0.0,2,HasCard,Not Active,51112.8,Stayed,No Balance,Adult,51112.8,Medium,Fair
15694192,598,Spain,Female,38,6,0.0,2,No Card,Not Active,173783.38,Stayed,No Balance,Adult,173783.38,High,Fair
15585901,717,Spain,Male,35,1,0.0,3,No Card,Not Active,174770.14,Left,No Balance,Adult,174770.14,High,Good
15792329,494,Germany,Male,37,5,107106.33,2,HasCard,Not Active,172063.09,Stayed,Medium,Adult,172063.09,High,Very Poor
15635597,644,France,Male,33,8,0.0,2,HasCard,Active,155294.17,Stayed,No Balance,Adult,155294.17,High,Fair
15775880,554,France,Female,30,9,0.0,2,HasCard,Active,40320.3,Stayed,No Balance,Adult,40320.3,Low,Very Poor
15630913,476,Spain,Female,69,1,105303.73,1,No Card,Active,134260.34,Stayed,Medium,Senior,134260.34,High,Very Poor
15756680,667,France,Male,28,6,165798.1,1,HasCard,Not Active,147090.9,Stayed,High Balance,Young,147090.9,High,Fair
15587913,748,Spain,Female,40,4,0.0,2,HasCard,Not Active,132368.47,Stayed,No Balance,Adult,132368.47,High,Very Good
15737605,531,Spain,Female,45,1,126495.57,2,HasCard,Active,164741.5,Stayed,Medium,Adult,164741.5,High,Very Poor
15627876,719,Spain,Female,47,9,116393.59,1,HasCard,Not Active,63051.32,Left,Medium,Adult,63051.32,Medium,Good
15772601,845,Germany,Female,41,2,81733.74,2,No Card,Not Active,199761.29,Stayed,Medium,Adult,199761.29,High,Excellent
15758606,738,France,Male,54,4,0.0,1,No Card,Active,55725.04,Left,No Balance,Senior,55725.04,Medium,Good
15657107,563,Spain,Female,46,8,106171.68,1,HasCard,Not Active,163145.5,Left,Medium,Adult,163145.5,High,Very Poor
15622454,695,Spain,Male,28,0,96020.86,1,HasCard,Active,57992.49,Stayed,Medium,Young,57992.49,Medium,Good
15775803,841,Spain,Male,41,1,0.0,2,No Card,Active,193093.77,Stayed,No Balance,Adult,193093.77,High,Excellent
15570859,626,Germany,Male,36,2,181671.16,2,HasCard,Active,57531.14,Stayed,High Balance,Adult,57531.14,Medium,Fair
15748381,613,France,Female,29,6,185709.28,2,HasCard,Active,77242.19,Stayed,High Balance,Young,77242.19,Medium,Fair
15787189,824,Germany,Male,60,8,134250.17,3,No Card,Not Active,153046.16,Left,Medium,Senior,153046.16,High,Excellent
15666055,705,France,Female,49,7,0.0,1,HasCard,Not Active,63405.2,Left,No Balance,Adult,63405.2,Medium,Good
15617648,584,France,Female,44,5,95671.75,2,HasCard,Active,106564.88,Stayed,Medium,Adult,106564.88,High,Fair
15755678,534,France,Male,62,2,0.0,2,No Card,Not Active,42763.12,Left,No Balance,Senior,42763.12,Low,Very Poor
15624781,672,France,Female,34,1,142151.75,2,HasCard,Active,168753.34,Stayed,Medium,Adult,168753.34,High,Good
15779497,603,France,Male,43,5,127823.93,1,HasCard,Active,19483.35,Stayed,Medium,Adult,19483.35,Low,Fair
15567399,633,Germany,Male,43,3,144164.29,1,HasCard,Active,158646.46,Stayed,Medium,Adult,158646.46,High,Fair
15613656,842,France,Male,58,1,63492.94,1,HasCard,Active,83172.19,Stayed,Medium,Senior,83172.19,Medium,Excellent
15734311,661,France,Female,27,3,0.0,2,HasCard,Active,76889.79,Stayed,No Balance,Young,76889.79,Medium,Fair
15657214,601,France,Male,74,2,0.0,2,No Card,Active,51554.58,Stayed,No Balance,Senior,51554.58,Medium,Fair
15799350,632,France,Male,41,0,106134.46,1,No Card,Active,105570.39,Stayed,Medium,Adult,105570.39,High,Fair
